"","Con1","Con2","Con3","Ko1","Ko2","Ko3"
"ENSMUSG00000096864",0,0,0,0,0,0
"ENSMUSG00000082352",0,0,0,0,0,0
"ENSMUSG00000083454",0,6,32,0,4,2
"ENSMUSG00000080732",0,0,0,0,0,0
"ENSMUSG00000078502",40,296,447,18,254,200
"ENSMUSG00000083562",3,0,6,0,7,2
"ENSMUSG00000081885",8,0,26,0,3,14
"ENSMUSG00000095517",0,0,0,0,0,3
"ENSMUSG00000058186",0,8,24,7,10,25
"ENSMUSG00000082615",0,0,0,0,0,0
"ENSMUSG00000084279",0,20,41,16,24,49
"ENSMUSG00000082334",0,0,19,0,3,17
"ENSMUSG00000087513",0,0,0,0,0,3
"ENSMUSG00000094417",0,9,43,0,14,42
"ENSMUSG00000094177",0,0,0,0,0,0
"ENSMUSG00000084350",140,411,1486,103,417,586
"ENSMUSG00000096233",0,3,11,0,8,0
"ENSMUSG00000083235",0,2,13,0,0,0
"ENSMUSG00000078500",0,2,21,0,2,2
"ENSMUSG00000081595",0,0,0,0,0,0
"ENSMUSG00000082195",20,24,70,2,17,58
"ENSMUSG00000083733",0,0,0,0,0,3
"ENSMUSG00000066009",0,9,91,0,2,12
"ENSMUSG00000066007",0,16,27,0,0,9
"ENSMUSG00000086654",0,0,0,0,0,0
"ENSMUSG00000081522",0,0,1,0,0,0
"ENSMUSG00000081671",0,22,36,16,24,50
"ENSMUSG00000084127",0,0,14,0,2,11
"ENSMUSG00000085525",14,113,210,1,83,75
"ENSMUSG00000081460",0,8,87,0,23,53
"ENSMUSG00000095096",0,0,0,0,0,0
"ENSMUSG00000070605",135,301,1125,66,363,422
"ENSMUSG00000073716",0,0,15,0,0,0
"ENSMUSG00000081998",0,14,8,0,2,1
"ENSMUSG00000056300",4,22,14,13,4,10
"ENSMUSG00000086046",0,0,0,0,0,0
"ENSMUSG00000095865",3,34,67,16,32,59
"ENSMUSG00000083038",0,0,13,0,3,11
"ENSMUSG00000096366",0,0,17,0,0,2
"ENSMUSG00000095460",0,0,0,0,0,0
"ENSMUSG00000063245",64,276,990,41,229,345
"ENSMUSG00000045699",0,0,4,0,0,0
"ENSMUSG00000093919",3,0,0,0,0,3
"ENSMUSG00000083027",16,43,170,20,60,78
"ENSMUSG00000081260",0,0,0,0,0,0
"ENSMUSG00000086147",0,4,44,0,0,0
"ENSMUSG00000067919",0,8,24,3,8,37
"ENSMUSG00000083704",0,0,0,0,0,0
"ENSMUSG00000093617",0,0,0,0,0,0
"ENSMUSG00000094017",0,0,8,0,0,3
"ENSMUSG00000081405",2,0,16,0,6,20
"ENSMUSG00000082779",0,0,12,0,0,2
"ENSMUSG00000094849",0,0,0,0,0,0
"ENSMUSG00000067916",200,734,2651,176,627,1102
"ENSMUSG00000095054",0,2,6,0,6,0
"ENSMUSG00000082176",0,2,11,0,0,3
"ENSMUSG00000081627",0,0,0,0,0,0
"ENSMUSG00000082925",20,128,267,22,85,137
"ENSMUSG00000094318",0,0,1,0,0,2
"ENSMUSG00000078498",4,4,36,0,1,2
"ENSMUSG00000078497",0,34,72,3,38,47
"ENSMUSG00000096354",0,0,0,0,0,0
"ENSMUSG00000082248",0,0,49,6,6,9
"ENSMUSG00000093975",0,0,2,0,0,0
"ENSMUSG00000078496",15,60,287,6,106,185
"ENSMUSG00000081301",0,0,0,4,0,0
"ENSMUSG00000096440",0,0,0,0,0,0
"ENSMUSG00000082599",0,0,0,0,0,0
"ENSMUSG00000065999",0,0,6,0,3,18
"ENSMUSG00000066000",106,524,1460,88,438,678
"ENSMUSG00000028648",1126,4901,10918,666,3116,3614
"ENSMUSG00000023075",1544,6001,19104,1310,6956,9190
"ENSMUSG00000043333",221,930,3025,148,1009,1033
"ENSMUSG00000086275",2,0,0,0,0,0
"ENSMUSG00000082310",0,0,6,0,0,4
"ENSMUSG00000073761",3,12,0,0,0,0
"ENSMUSG00000054304",11,93,197,10,62,87
"ENSMUSG00000080993",0,0,0,0,0,0
"ENSMUSG00000028647",107,778,1222,111,497,496
"ENSMUSG00000085875",9,54,113,1,17,30
"ENSMUSG00000028646",1258,5523,18187,1437,6592,9038
"ENSMUSG00000082515",0,8,12,0,0,0
"ENSMUSG00000103541",0,0,0,0,0,0
"ENSMUSG00000086087",0,0,0,0,0,0
"ENSMUSG00000086955",0,0,0,0,0,0
"ENSMUSG00000086978",0,0,0,0,0,0
"ENSMUSG00002074918",0,0,0,0,0,0
"ENSMUSG00000098760",0,0,0,0,0,0
"ENSMUSG00000073759",0,0,0,0,0,0
"ENSMUSG00000090125",2,12,34,0,24,64
"ENSMUSG00000028907",362,1592,3245,253,1261,1524
"ENSMUSG00002075570",0,0,0,0,0,0
"ENSMUSG00000032643",108,551,856,40,566,300
"ENSMUSG00000028902",642,2729,6769,551,2607,2996
"ENSMUSG00000083104",0,12,3,0,0,0
"ENSMUSG00000076271",0,0,7,0,0,0
"ENSMUSG00000086589",8,15,28,2,33,17
"ENSMUSG00002075477",0,0,0,0,0,0
"ENSMUSG00000028894",429,2161,6539,391,1931,3633
"ENSMUSG00000076119",0,0,0,0,0,0
"ENSMUSG00000028890",458,1908,5716,368,2051,3015
"ENSMUSG00002075098",0,0,0,0,0,0
"ENSMUSG00000078570",325,1835,3562,251,1146,1276
"ENSMUSG00000028889",828,4116,9798,531,2881,2718
"ENSMUSG00000042763",419,1704,4883,477,1917,3019
"ENSMUSG00000028876",0,0,0,0,0,0
"ENSMUSG00000085263",0,0,0,0,0,0
"ENSMUSG00000028873",26,80,142,16,61,54
"ENSMUSG00000044730",155,501,1524,74,500,573
"ENSMUSG00000087011",0,0,0,0,0,0
"ENSMUSG00000028871",0,2,12,2,8,0
"ENSMUSG00000028869",698,3542,9848,611,3164,3942
"ENSMUSG00000080934",0,0,0,0,0,0
"ENSMUSG00000042707",0,3,16,0,16,4
"ENSMUSG00000050213",212,1280,3729,268,1474,1728
"ENSMUSG00000086342",4,6,52,2,11,29
"ENSMUSG00000028863",294,1485,4277,347,1467,2215
"ENSMUSG00000042677",28,190,494,100,378,147
"ENSMUSG00000087010",0,0,0,0,0,0
"ENSMUSG00000001985",6,12,58,0,10,46
"ENSMUSG00000082062",1911,11984,38926,2206,11543,13926
"ENSMUSG00000119232",18,88,259,10,65,79
"ENSMUSG00000085562",10,0,0,0,0,0
"ENSMUSG00000028859",2,38,46,16,24,14
"ENSMUSG00000028861",320,1976,5122,346,1645,1817
"ENSMUSG00000042616",157,451,1563,91,459,686
"ENSMUSG00000079942",8,43,134,0,67,46
"ENSMUSG00000050188",148,959,2445,252,845,1038
"ENSMUSG00000042608",1088,5656,15843,1154,5954,7839
"ENSMUSG00000086961",0,0,8,0,0,0
"ENSMUSG00000050212",623,3214,9074,662,2921,3526
"ENSMUSG00000073758",128,602,2156,153,601,887
"ENSMUSG00000043962",1832,7626,22405,1769,9108,13578
"ENSMUSG00000084504",0,0,0,1,6,0
"ENSMUSG00000028849",1536,7456,22661,1596,9133,11523
"ENSMUSG00000028847",826,4364,11133,842,4107,5400
"ENSMUSG00000056174",6,28,126,28,100,150
"ENSMUSG00000042558",482,2449,5266,420,1972,2258
"ENSMUSG00000028845",43,173,366,33,211,142
"ENSMUSG00000087394",2,0,1,0,0,0
"ENSMUSG00000028842",188,730,2073,86,759,1047
"ENSMUSG00000041530",374,1718,5703,460,2249,4686
"ENSMUSG00000084099",0,10,6,0,0,10
"ENSMUSG00000082381",0,4,8,6,0,28
"ENSMUSG00000042500",64,476,1111,128,510,935
"ENSMUSG00000083461",0,0,0,0,0,0
"ENSMUSG00000082888",0,0,0,0,0,0
"ENSMUSG00000042489",0,0,10,0,4,14
"ENSMUSG00000098831",0,0,0,0,0,0
"ENSMUSG00000081319",0,0,0,0,0,0
"ENSMUSG00000073755",307,962,3454,250,1070,1638
"ENSMUSG00000081210",0,12,48,0,6,4
"ENSMUSG00000028837",1139,5359,14686,936,4720,5284
"ENSMUSG00000042477",0,0,8,0,2,0
"ENSMUSG00000042380",182,830,1753,102,703,689
"ENSMUSG00000087987",0,0,0,0,0,0
"ENSMUSG00000082047",0,0,0,0,0,0
"ENSMUSG00000050234",162,500,992,82,534,614
"ENSMUSG00000042367",10,50,88,28,242,132
"ENSMUSG00000046623",4,22,60,26,123,120
"ENSMUSG00000042357",14,12,10,20,18,12
"ENSMUSG00000079998",0,0,0,0,0,0
"ENSMUSG00000087510",0,0,0,0,0,0
"ENSMUSG00000028813",0,0,0,0,0,0
"ENSMUSG00000028804",40,311,1115,28,130,201
"ENSMUSG00000087459",0,4,0,0,0,2
"ENSMUSG00000048686",0,0,0,0,0,0
"ENSMUSG00000085717",0,0,0,0,0,0
"ENSMUSG00000061894",56,269,892,48,268,506
"ENSMUSG00000062545",0,54,102,2,12,26
"ENSMUSG00000084891",0,4,51,1,17,19
"ENSMUSG00000028796",1496,7683,19062,1615,8031,9161
"ENSMUSG00000028794",2,6,30,0,5,4
"ENSMUSG00000028799",249,1009,3387,245,1592,2088
"ENSMUSG00000085701",0,0,2,0,0,0
"ENSMUSG00000084011",0,2,0,0,0,2
"ENSMUSG00000041000",158,886,2386,196,888,1376
"ENSMUSG00000028789",85,302,1081,57,315,457
"ENSMUSG00000085961",1,0,0,0,0,0
"ENSMUSG00000028792",750,3659,9659,671,3508,3868
"ENSMUSG00000028793",681,3820,10603,982,4970,5572
"ENSMUSG00000028786",0,0,4,0,21,8
"ENSMUSG00000028785",0,12,6,12,16,2
"ENSMUSG00000087416",4,0,8,0,0,0
"ENSMUSG00000081792",35,171,526,16,215,162
"ENSMUSG00000041805",0,0,0,0,0,0
"ENSMUSG00000082407",0,0,0,0,0,0
"ENSMUSG00000046862",208,1215,3603,220,1261,1834
"ENSMUSG00000047799",0,0,0,0,0,0
"ENSMUSG00000083930",0,0,0,0,0,0
"ENSMUSG00000084059",0,0,0,0,0,0
"ENSMUSG00000083403",0,0,0,0,0,0
"ENSMUSG00000095409",0,0,0,0,0,0
"ENSMUSG00000070616",0,0,0,0,0,0
"ENSMUSG00000096154",0,0,0,0,0,0
"ENSMUSG00000070618",0,0,0,0,0,0
"ENSMUSG00000073791",37,112,578,39,161,181
"ENSMUSG00000084478",2,0,0,0,0,0
"ENSMUSG00000025791",1120,5527,23575,855,4445,6404
"ENSMUSG00000040616",587,2757,6289,627,3039,3196
"ENSMUSG00000085574",0,0,0,1,0,0
"ENSMUSG00000073728",16,66,168,14,63,88
"ENSMUSG00000040606",236,1149,2769,226,1299,1629
"ENSMUSG00000087525",0,0,4,0,0,0
"ENSMUSG00000085816",0,9,0,0,0,0
"ENSMUSG00000082704",0,0,0,0,0,0
"ENSMUSG00000087614",0,0,0,6,0,0
"ENSMUSG00000081177",0,0,0,0,0,0
"ENSMUSG00000081504",0,0,0,0,0,0
"ENSMUSG00000081542",0,0,0,0,0,0
"ENSMUSG00000077403",0,0,0,0,0,0
"ENSMUSG00000028251",182,597,1856,100,576,741
"ENSMUSG00000028426",2686,12546,34938,2092,11833,17052
"ENSMUSG00000084144",0,0,0,0,2,0
"ENSMUSG00000084404",0,0,0,0,0,0
"ENSMUSG00000087070",0,0,0,0,3,0
"ENSMUSG00000086346",0,0,0,0,0,0
"ENSMUSG00000077635",0,0,0,0,0,0
"ENSMUSG00000082952",0,0,0,0,0,0
"ENSMUSG00000003032",298,1619,2846,256,1622,1361
"ENSMUSG00000066176",6,8,44,4,14,28
"ENSMUSG00000085375",0,0,0,0,0,2
"ENSMUSG00000028248",477,2019,6669,212,1251,1647
"ENSMUSG00000081290",0,10,0,0,0,0
"ENSMUSG00000085020",9,45,86,6,34,56
"ENSMUSG00000082613",0,0,0,0,0,0
"ENSMUSG00000077663",0,0,0,0,0,0
"ENSMUSG00000070980",0,0,0,0,0,0
"ENSMUSG00000096930",0,0,0,0,0,0
"ENSMUSG00000070979",0,0,0,0,0,0
"ENSMUSG00000028247",110,618,923,82,438,412
"ENSMUSG00000028246",93,377,1324,102,633,1914
"ENSMUSG00000080997",0,8,2,0,2,12
"ENSMUSG00000082490",0,0,0,0,0,0
"ENSMUSG00000083376",0,0,0,0,0,0
"ENSMUSG00000040410",332,1296,3492,260,1527,2018
"ENSMUSG00000077561",0,0,0,0,0,0
"ENSMUSG00000103000",0,0,0,0,0,0
"ENSMUSG00000095139",0,0,0,0,0,0
"ENSMUSG00000107859",0,0,0,0,0,0
"ENSMUSG00000081810",58,136,574,20,164,174
"ENSMUSG00000083514",0,0,0,0,0,0
"ENSMUSG00000028431",432,1962,6369,370,2395,3748
"ENSMUSG00000080762",0,0,0,0,0,0
"ENSMUSG00002076522",0,0,0,0,0,0
"ENSMUSG00000028244",0,0,0,0,0,0
"ENSMUSG00002075696",0,0,0,0,0,0
"ENSMUSG00000087098",0,0,0,0,0,0
"ENSMUSG00000083785",0,0,0,0,0,0
"ENSMUSG00000082876",17,31,181,2,38,66
"ENSMUSG00002075723",0,0,0,0,0,0
"ENSMUSG00000084179",0,0,0,0,0,0
"ENSMUSG00000038827",260,1244,3576,314,1488,2358
"ENSMUSG00000100395",0,0,0,0,0,0
"ENSMUSG00000083154",0,0,0,0,0,0
"ENSMUSG00000081148",0,0,0,0,0,0
"ENSMUSG00000099150",0,0,0,0,0,0
"ENSMUSG00000038816",444,2452,8687,304,1527,2482
"ENSMUSG00000045751",22,85,224,22,171,170
"ENSMUSG00000055296",309,1124,4146,268,1406,2120
"ENSMUSG00000065544",2,0,6,0,0,5
"ENSMUSG00002075508",0,0,0,0,0,0
"ENSMUSG00000106585",0,0,0,0,0,0
"ENSMUSG00000064595",0,0,0,0,0,0
"ENSMUSG00000045589",42,108,362,42,130,338
"ENSMUSG00000028434",2069,8417,23768,2236,11621,15803
"ENSMUSG00000040387",598,2485,8872,582,2313,4129
"ENSMUSG00000085967",4,13,36,15,100,67
"ENSMUSG00000087399",0,0,0,0,0,0
"ENSMUSG00000028261",414,1442,4184,254,1314,1474
"ENSMUSG00000046219",0,4,21,0,16,14
"ENSMUSG00000038764",181,947,2129,240,1189,1760
"ENSMUSG00000040372",0,0,46,2,12,57
"ENSMUSG00000085885",0,0,0,0,0,0
"ENSMUSG00000085654",0,0,2,0,0,0
"ENSMUSG00000087044",0,0,0,0,4,0
"ENSMUSG00000028259",0,0,12,0,1,0
"ENSMUSG00000095042",1145,8168,32956,1223,5240,7084
"ENSMUSG00000081540",0,0,2,0,1,0
"ENSMUSG00000090053",0,0,4,0,0,9
"ENSMUSG00000081615",0,0,0,0,0,0
"ENSMUSG00000089945",0,0,0,0,0,0
"ENSMUSG00000040359",1056,3751,11823,740,3129,5261
"ENSMUSG00000038729",4,0,0,0,2,9
"ENSMUSG00000083737",0,0,0,0,0,0
"ENSMUSG00000081786",0,0,0,0,0,0
"ENSMUSG00000082451",0,0,0,0,0,0
"ENSMUSG00000089327",0,0,0,0,0,0
"ENSMUSG00000081369",0,0,0,0,0,0
"ENSMUSG00000081789",0,4,0,0,0,1
"ENSMUSG00000073846",0,0,0,0,0,0
"ENSMUSG00000065040",0,0,0,0,0,0
"ENSMUSG00002076792",0,0,0,0,0,0
"ENSMUSG00000096195",0,0,0,0,0,0
"ENSMUSG00000052117",371,1684,4607,472,2188,3311
"ENSMUSG00000055373",0,0,0,0,0,0
"ENSMUSG00000028367",2298,9813,20063,1728,8965,7296
"ENSMUSG00000065048",0,0,0,0,0,0
"ENSMUSG00000083835",0,0,0,0,0,0
"ENSMUSG00002075069",0,0,0,0,0,0
"ENSMUSG00000084018",0,0,0,0,0,0
"ENSMUSG00000088547",0,0,0,0,0,0
"ENSMUSG00000040520",244,855,2760,244,1242,2032
"ENSMUSG00000038709",0,0,0,0,0,0
"ENSMUSG00000096105",0,0,0,0,0,0
"ENSMUSG00000082573",0,0,0,0,0,0
"ENSMUSG00000081985",0,0,0,0,0,0
"ENSMUSG00000082138",0,0,0,0,0,0
"ENSMUSG00000086257",3,0,0,0,0,0
"ENSMUSG00000083447",0,0,0,0,0,0
"ENSMUSG00000080958",0,0,0,0,0,0
"ENSMUSG00000084163",0,0,0,0,0,0
"ENSMUSG00000095003",0,0,0,0,0,0
"ENSMUSG00000082674",14,48,262,10,87,103
"ENSMUSG00000080175",0,0,0,0,0,0
"ENSMUSG00000082977",0,0,0,0,0,0
"ENSMUSG00000082703",0,0,0,0,0,0
"ENSMUSG00000077521",0,0,0,0,0,0
"ENSMUSG00000028369",18,40,48,0,32,47
"ENSMUSG00000082359",0,0,0,0,0,0
"ENSMUSG00000081579",0,0,0,0,0,0
"ENSMUSG00000084073",0,0,0,0,0,0
"ENSMUSG00000083214",0,0,0,0,0,0
"ENSMUSG00000081011",0,0,0,0,0,0
"ENSMUSG00000028289",78,350,607,92,372,524
"ENSMUSG00000057280",8,4,0,2,0,2
"ENSMUSG00000086774",25,36,98,2,46,26
"ENSMUSG00000087316",0,0,0,0,0,0
"ENSMUSG00000086339",0,0,0,0,0,0
"ENSMUSG00000080911",0,0,0,0,0,0
"ENSMUSG00000082486",0,0,0,0,0,0
"ENSMUSG00000082058",0,0,0,0,0,0
"ENSMUSG00000080771",0,0,0,0,0,0
"ENSMUSG00000087180",0,0,0,0,0,0
"ENSMUSG00000085522",0,0,0,0,0,0
"ENSMUSG00002075233",0,0,0,0,0,0
"ENSMUSG00000082949",0,0,0,0,0,0
"ENSMUSG00000065053",0,0,0,0,0,0
"ENSMUSG00000082254",0,0,0,0,0,0
"ENSMUSG00000038668",42,180,540,26,166,242
"ENSMUSG00000093293",0,0,0,0,0,0
"ENSMUSG00000083834",0,2,0,0,0,0
"ENSMUSG00000081186",0,0,0,0,0,0
"ENSMUSG00000083145",0,0,0,0,0,0
"ENSMUSG00000086470",0,6,23,2,0,14
"ENSMUSG00000043385",0,0,0,0,0,0
"ENSMUSG00000028284",780,2775,8690,662,3230,4908
"ENSMUSG00000084201",0,0,0,0,0,0
"ENSMUSG00000084440",0,0,0,0,0,0
"ENSMUSG00000082398",0,0,0,0,0,0
"ENSMUSG00000083872",0,0,0,0,0,0
"ENSMUSG00000083564",0,0,0,0,0,0
"ENSMUSG00000040270",22,56,96,0,38,86
"ENSMUSG00000087049",0,0,4,0,0,8
"ENSMUSG00002075802",0,0,0,0,0,0
"ENSMUSG00000086150",23,30,201,4,28,40
"ENSMUSG00000051056",0,0,0,0,0,0
"ENSMUSG00000081879",0,0,0,0,0,0
"ENSMUSG00000028282",166,598,1665,86,589,880
"ENSMUSG00000081592",0,0,0,0,0,0
"ENSMUSG00000050812",1225,5168,17996,1213,6032,10130
"ENSMUSG00002076044",0,0,0,0,0,0
"ENSMUSG00000058006",192,656,2296,138,792,1150
"ENSMUSG00000038630",28,44,241,18,147,564
"ENSMUSG00000028378",86,310,674,28,242,196
"ENSMUSG00000045854",237,1270,3237,232,1129,1430
"ENSMUSG00000070972",201,1147,2414,114,675,751
"ENSMUSG00000092345",0,0,0,0,0,0
"ENSMUSG00000038607",5,25,118,4,28,58
"ENSMUSG00002075084",0,0,0,0,0,0
"ENSMUSG00000038598",0,0,8,0,16,8
"ENSMUSG00000081279",0,0,0,0,0,0
"ENSMUSG00000083742",0,0,0,0,0,0
"ENSMUSG00000081432",0,0,0,0,0,0
"ENSMUSG00000086660",0,0,0,0,0,0
"ENSMUSG00000115072",0,0,0,0,0,0
"ENSMUSG00000082978",0,4,6,0,0,1
"ENSMUSG00000115466",0,0,0,0,0,0
"ENSMUSG00000085180",0,6,6,0,0,0
"ENSMUSG00000081165",0,0,0,0,0,0
"ENSMUSG00000083632",0,0,0,0,0,0
"ENSMUSG00000083489",0,0,0,0,0,0
"ENSMUSG00000028381",354,1452,4044,270,1865,1950
"ENSMUSG00000081711",0,0,0,0,0,0
"ENSMUSG00000081660",0,14,34,12,12,28
"ENSMUSG00000094253",0,0,0,0,0,0
"ENSMUSG00000038578",114,801,2791,184,924,1352
"ENSMUSG00000028232",290,1200,2756,238,1157,1484
"ENSMUSG00000083979",0,0,10,0,0,0
"ENSMUSG00000028233",156,545,1166,102,542,896
"ENSMUSG00000040183",46,271,624,37,381,583
"ENSMUSG00002076805",0,0,0,0,0,0
"ENSMUSG00000083565",0,0,0,0,0,0
"ENSMUSG00000094344",2,32,44,0,16,12
"ENSMUSG00000042228",154,538,1748,151,1146,1142
"ENSMUSG00000083186",0,0,0,0,0,0
"ENSMUSG00000028278",838,3322,12006,884,4324,7412
"ENSMUSG00000077271",0,0,1,0,0,0
"ENSMUSG00000055216",0,6,12,0,2,7
"ENSMUSG00000028234",3626,17566,40890,3000,16184,16498
"ENSMUSG00000088351",0,0,0,0,0,0
"ENSMUSG00000081025",0,0,0,0,0,0
"ENSMUSG00000077293",0,0,0,0,0,0
"ENSMUSG00000085037",317,1473,4098,234,1273,1734
"ENSMUSG00000078365",0,2,0,0,22,3
"ENSMUSG00000003282",16,48,286,11,66,295
"ENSMUSG00000028277",1712,7644,19728,1488,7834,10361
"ENSMUSG00000082851",0,5,2,0,0,2
"ENSMUSG00000023267",6,26,84,0,10,18
"ENSMUSG00000042198",419,2163,5813,348,1826,2129
"ENSMUSG00000028280",0,0,0,0,0,0
"ENSMUSG00000068240",1978,12762,26702,2292,10176,10204
"ENSMUSG00000054659",31,12,297,25,143,246
"ENSMUSG00000082991",0,0,0,0,0,0
"ENSMUSG00000083887",0,0,0,0,0,0
"ENSMUSG00000028236",0,0,0,0,0,0
"ENSMUSG00000054679",26,122,324,44,157,182
"ENSMUSG00000040128",1097,6176,18801,1648,7767,8895
"ENSMUSG00000071019",0,0,0,0,0,0
"ENSMUSG00000086127",0,0,10,0,12,8
"ENSMUSG00000028382",2273,9171,31966,2044,10451,18622
"ENSMUSG00000045573",62,243,352,103,544,346
"ENSMUSG00000085996",0,0,0,0,0,0
"ENSMUSG00000085155",0,0,0,0,0,0
"ENSMUSG00000095971",0,0,0,0,0,0
"ENSMUSG00000066324",1248,4704,13564,1036,4902,8336
"ENSMUSG00000028274",256,1166,3104,180,1112,1708
"ENSMUSG00000083228",0,0,0,0,0,0
"ENSMUSG00000087099",0,0,0,0,0,0
"ENSMUSG00000084237",0,0,0,0,0,0
"ENSMUSG00000080831",0,0,0,0,0,2
"ENSMUSG00000046145",0,0,0,1,28,0
"ENSMUSG00000086066",0,0,0,0,0,0
"ENSMUSG00000098310",0,0,0,0,0,0
"ENSMUSG00000081206",0,0,0,0,0,0
"ENSMUSG00002075451",0,0,0,0,0,0
"ENSMUSG00000077397",0,0,0,0,0,0
"ENSMUSG00000049119",184,826,2560,156,737,1590
"ENSMUSG00000044288",52,96,410,20,130,218
"ENSMUSG00000028383",520,1951,5918,432,2466,3330
"ENSMUSG00002075734",0,0,0,0,0,0
"ENSMUSG00000077392",0,0,0,0,0,0
"ENSMUSG00000083232",0,0,0,0,0,0
"ENSMUSG00000084360",0,0,0,0,0,0
"ENSMUSG00000028264",10,80,164,22,116,98
"ENSMUSG00000045071",66,438,1456,89,548,810
"ENSMUSG00000080961",0,0,0,0,0,0
"ENSMUSG00000028240",0,0,0,0,0,0
"ENSMUSG00000085295",6,4,57,0,19,16
"ENSMUSG00000038544",174,796,1904,120,628,912
"ENSMUSG00000028385",390,1514,6105,396,2359,3878
"ENSMUSG00000080772",3,8,2,2,5,4
"ENSMUSG00000073843",0,0,0,0,0,0
"ENSMUSG00000087841",0,0,0,0,0,0
"ENSMUSG00000087602",0,1,0,0,0,0
"ENSMUSG00000062554",206,1173,2786,174,1160,1021
"ENSMUSG00000028386",0,0,0,0,0,0
"ENSMUSG00000081384",0,0,0,0,0,0
"ENSMUSG00000082649",0,0,0,0,0,0
"ENSMUSG00002076201",0,0,0,0,0,0
"ENSMUSG00000041333",0,0,0,0,0,0
"ENSMUSG00000084119",0,0,0,0,0,0
"ENSMUSG00000095588",232,1149,2484,100,689,754
"ENSMUSG00000078689",0,0,0,0,0,0
"ENSMUSG00000028291",649,2578,6345,497,3024,3436
"ENSMUSG00000073842",0,0,0,0,0,0
"ENSMUSG00000083239",0,0,0,0,0,0
"ENSMUSG00000028249",2815,11730,33891,2837,15255,17933
"ENSMUSG00000078688",0,0,0,0,0,1
"ENSMUSG00000073840",0,0,0,0,0,0
"ENSMUSG00000104347",0,0,0,0,0,0
"ENSMUSG00000078687",0,0,0,0,0,0
"ENSMUSG00000095455",0,0,0,0,0,0
"ENSMUSG00000040044",494,2410,7711,408,2430,3284
"ENSMUSG00000028245",497,1952,5660,482,2457,3193
"ENSMUSG00000081913",0,0,0,0,0,0
"ENSMUSG00000081388",0,0,0,0,0,0
"ENSMUSG00000077302",0,0,0,0,0,0
"ENSMUSG00000086052",0,0,0,0,0,0
"ENSMUSG00000083023",0,0,0,0,0,0
"ENSMUSG00000086070",0,0,0,0,0,0
"ENSMUSG00000085630",0,0,0,0,0,0
"ENSMUSG00000082024",0,0,0,0,0,0
"ENSMUSG00000094771",0,0,0,0,0,0
"ENSMUSG00000083068",0,0,0,0,0,0
"ENSMUSG00000028292",504,1918,5999,318,1606,2108
"ENSMUSG00000041261",902,3082,7622,1708,9335,10296
"ENSMUSG00000079993",0,0,0,0,0,1
"ENSMUSG00002076441",0,0,0,0,2,0
"ENSMUSG00000103127",0,0,0,0,0,0
"ENSMUSG00000082151",0,2,0,0,0,0
"ENSMUSG00000047187",4565,19660,55635,3562,17251,23638
"ENSMUSG00000082122",0,0,0,0,0,0
"ENSMUSG00000028293",493,2000,5272,310,1767,2325
"ENSMUSG00002076527",0,0,0,0,0,0
"ENSMUSG00000041235",635,2608,8938,568,2915,4529
"ENSMUSG00000028294",12,20,106,4,43,24
"ENSMUSG00000083786",0,0,0,0,0,0
"ENSMUSG00000075958",0,0,0,0,0,0
"ENSMUSG00000071015",0,0,0,0,0,0
"ENSMUSG00000041216",0,0,48,0,8,20
"ENSMUSG00000087564",0,0,0,0,0,0
"ENSMUSG00000028295",262,787,2476,152,786,1011
"ENSMUSG00000039967",226,1039,4020,197,1155,2734
"ENSMUSG00000082367",0,0,2,0,0,0
"ENSMUSG00000028298",0,0,0,0,0,0
"ENSMUSG00000085824",0,0,0,0,0,0
"ENSMUSG00000083956",0,0,0,0,0,0
"ENSMUSG00000082709",0,0,0,0,0,1
"ENSMUSG00000073910",70,220,552,152,650,860
"ENSMUSG00000086792",0,0,0,0,0,0
"ENSMUSG00000042993",0,0,0,0,0,0
"ENSMUSG00000028300",260,1560,3928,222,1476,2259
"ENSMUSG00000082762",304,1300,2664,140,914,1004
"ENSMUSG00000084828",2,1,0,0,0,4
"ENSMUSG00000083934",0,0,0,0,0,0
"ENSMUSG00000083851",0,0,0,0,0,0
"ENSMUSG00000045083",0,0,0,0,10,4
"ENSMUSG00000082169",0,0,0,0,0,0
"ENSMUSG00000084352",0,0,0,0,0,0
"ENSMUSG00000077851",0,0,0,0,0,0
"ENSMUSG00000078057",0,0,0,0,0,0
"ENSMUSG00000106425",0,0,0,0,0,0
"ENSMUSG00002075100",0,0,0,0,0,0
"ENSMUSG00000080969",58,327,903,86,280,349
"ENSMUSG00000082732",0,0,0,0,0,0
"ENSMUSG00000086026",0,0,0,0,0,0
"ENSMUSG00000088718",0,0,0,0,0,0
"ENSMUSG00000083983",0,0,0,0,0,0
"ENSMUSG00000080057",0,0,0,0,0,0
"ENSMUSG00000082899",0,0,0,0,0,0
"ENSMUSG00000084148",0,0,16,0,4,0
"ENSMUSG00000081427",0,0,0,0,0,0
"ENSMUSG00000065344",0,0,0,0,0,0
"ENSMUSG00000082238",0,0,0,0,0,0
"ENSMUSG00000077738",0,0,0,0,0,0
"ENSMUSG00000090839",0,0,0,0,0,0
"ENSMUSG00000028287",0,0,0,0,0,0
"ENSMUSG00000082302",0,0,0,0,0,0
"ENSMUSG00000083271",0,0,0,0,0,0
"ENSMUSG00000082022",0,0,0,0,0,0
"ENSMUSG00000088339",0,0,0,0,0,0
