Name;GSM3711329_WT1_NT;GSM3711330_WT2_NT;GSM3711331_WT3_NT;GSM3711332_WT1_Dox;GSM3711334_WT3_Dox;GSM3711335_LOF8_NT;GSM3711336_LOF11_NT;GSM3711337_LOF15_NT;GSM3711338_LOF8_Dox;GSM3711339_LOF11_Dox;GSM3711340_LOF15_Dox;GSM3711333_WT2_Dox;
Npas3;6;4;14;5;2;6;4;14;5;2;6;4;14
Egln3;6350;689;856;341;226;6350;689;856;341;226;6350;689;856
Sptssa;903;818;1663;670;868;903;818;1663;670;868;903;818;1663
Eapp;1025;1030;1773;1363;1400;1025;1030;1773;1363;1400;1025;1030;1773
Snx6;2079;1725;2872;2519;2111;2079;1725;2872;2519;2111;2079;1725;2872
Cfl2;737;649;1105;787;591;737;649;1105;787;591;737;649;1105
1700081N11Rik;1;0;0;0;2;1;0;0;0;2;1;0;0
Baz1a;1818;991;1779;2469;1108;1818;991;1779;2469;1108;1818;991;1779
Gm20403;0;0;0;0;0;0;0;0;0;0;0;0;0
2700097O09Rik;920;1032;1693;1299;1168;920;1032;1693;1299;1168;920;1032;1693
Srp54a_1;216;275;549;275;363;216;275;549;275;363;216;275;549
Fam177a;0;0;1;0;5;0;0;1;0;5;0;0;1
Srp54a_2;0;0;0;0;0;0;0;0;0;0;0;0;0
1700047I17Rik2;0;0;0;0;0;0;0;0;0;0;0;0;0
Srp54b;426;462;738;496;512;426;462;738;496;512;426;462;738
Ppp2r3c;1888;2172;3556;2278;2740;1888;2172;3556;2278;2740;1888;2172;3556
1110008L16Rik;1562;1528;2726;2154;2246;1562;1528;2726;2154;2246;1562;1528;2726
Psma6;6552;5618;9804;6932;6609;6552;5618;9804;6932;6609;6552;5618;9804
Nfkbia;289;264;350;487;668;289;264;350;487;668;289;264;350
Aldoart2;1;0;0;1;0;1;0;0;1;0;1;0;0
Insm2;1;0;4;1;0;1;0;4;1;0;1;0;4
Ralgapa1;1124;1171;2089;1198;1420;1124;1171;2089;1198;1420;1124;1171;2089
AC159624.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Brms1l;945;1026;1673;851;1013;945;1026;1673;851;1013;945;1026;1673
Mbip;905;980;1555;1060;944;905;980;1555;1060;944;905;980;1555
AC154734.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Nkx2-1;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm38103;1;1;6;20;17;1;1;6;20;17;1;1;6
Nkx2-9;3;12;35;59;90;3;12;35;59;90;3;12;35
AC160393.1;0;0;1;1;1;0;0;1;1;1;0;0;1
Pax9;0;0;3;0;0;0;0;3;0;0;0;0;3
Slc25a21;0;0;0;6;1;0;0;0;6;1;0;0;0
Prps1l3;11;23;26;9;17;11;23;26;9;17;11;23;26
Mipol1;2622;2497;4116;2264;1997;2622;2497;4116;2264;1997;2622;2497;4116
Gm37291;0;0;0;0;0;0;0;0;0;0;0;0;0
Foxa1;0;9;13;9;6;0;9;13;9;6;0;9;13
Ttc6;1;7;11;1;0;1;7;11;1;0;1;7;11
Sstr1;0;0;0;0;2;0;0;0;0;2;0;0;0
Clec14a;0;2;6;5;12;0;2;6;5;12;0;2;6
Sec23a;2523;2389;3863;3086;3134;2523;2389;3863;3086;3134;2523;2389;3863
Gemin2;1529;1651;2569;1627;1653;1529;1651;2569;1627;1653;1529;1651;2569
Trappc6b;988;992;1520;1146;1223;988;992;1520;1146;1223;988;992;1520
Pnn;4178;6494;11003;5062;6106;4178;6494;11003;5062;6106;4178;6494;11003
Ctage5;3113;2597;4831;2481;2442;3113;2597;4831;2481;2442;3113;2597;4831
Fbxo33;1003;942;1618;1140;1055;1003;942;1618;1140;1055;1003;942;1618
AC165351.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm38172;0;0;0;0;0;0;0;0;0;0;0;0;0
Lrfn5;7;10;20;6;4;7;10;20;6;4;7;10;20
AC133079.1;0;0;0;0;0;0;0;0;0;0;0;0;0
AC113441.2;0;0;0;0;0;0;0;0;0;0;0;0;0
Fscb;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm527;132;113;160;164;166;132;113;160;164;166;132;113;160
Klhl28;561;511;756;773;735;561;511;756;773;735;561;511;756
Togaram1;1964;1967;2888;2356;1984;1964;1967;2888;2356;1984;1964;1967;2888
Prpf39;1537;1963;3888;1618;1773;1537;1963;3888;1618;1773;1537;1963;3888
Fkbp3;7550;8397;13425;8878;8118;7550;8397;13425;8878;8118;7550;8397;13425
AC159621.2;0;0;0;0;1;0;0;0;0;1;0;0;0
Fancm;1653;2387;3290;2240;2879;1653;2387;3290;2240;2879;1653;2387;3290
Mis18bp1;3968;3569;6217;4793;4015;3968;3569;6217;4793;4015;3968;3569;6217
Wdr20rt;26;10;4;13;17;26;10;4;13;17;26;10;4
AC132446.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Rpl10l;296;248;493;199;222;296;248;493;199;222;296;248;493
AC164164.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Mdga2;11;17;38;18;15;11;17;38;18;15;11;17;38
AC164164.2;0;0;0;0;0;0;0;0;0;0;0;0;0
AC125379.1;0;0;0;0;0;0;0;0;0;0;0;0;0
AC124586.1;0;0;0;0;0;0;0;0;0;0;0;0;0
AC132237.2;0;0;0;0;0;0;0;0;0;0;0;0;0
AC132237.1;1;5;8;1;6;1;5;8;1;6;1;5;8
Rps29;8179;15753;27229;7835;23782;8179;15753;27229;7835;23782;8179;15753;27229
Lrr1;402;409;583;407;463;402;409;583;407;463;402;409;583
Rpl36al;3244;3046;5505;2970;3341;3244;3046;5505;2970;3341;3244;3046;5505
AC099934.3;2;17;17;8;4;2;17;17;8;4;2;17;17
Mgat2;1074;1317;2346;1551;1495;1074;1317;2346;1551;1495;1074;1317;2346
Dnaaf2;0;0;0;0;0;0;0;0;0;0;0;0;0
AC099934.5;1;0;2;3;3;1;0;2;3;3;1;0;2
9330151L19Rik;58;78;95;67;39;58;78;95;67;39;58;78;95
Pole2;1293;1475;2124;1390;1662;1293;1475;2124;1390;1662;1293;1475;2124
Klhdc1;30;12;23;43;24;30;12;23;43;24;30;12;23
Klhdc2;1574;2226;3599;1481;1728;1574;2226;3599;1481;1728;1574;2226;3599
Nemf;2950;2900;4897;3089;3036;2950;2900;4897;3089;3036;2950;2900;4897
Gm9887;0;0;0;0;1;0;0;0;0;1;0;0;0
Arf6;1958;2139;3428;2256;2518;1958;2139;3428;2256;2518;1958;2139;3428
Vcpkmt;395;315;551;523;337;395;315;551;523;337;395;315;551
Sos2;373;222;357;353;172;373;222;357;353;172;373;222;357
L2hgdh;2005;1494;2074;1373;1086;2005;1494;2074;1373;1086;2005;1494;2074
Atp5s;324;147;287;239;171;324;147;287;239;171;324;147;287
Cdkl1;1;5;38;30;9;1;5;38;30;9;1;5;38
Map4k5;1330;1247;2547;1941;1456;1330;1247;2547;1941;1456;1330;1247;2547
Atl1;101;58;91;145;82;101;58;91;145;82;101;58;91
Sav1;1041;1453;2417;1448;1567;1041;1453;2417;1448;1567;1041;1453;2417
Nin;515;603;1034;622;594;515;603;1034;622;594;515;603;1034
AC112146.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Abhd12b;0;0;2;0;0;0;0;2;0;0;0;0;2
Pygl;200;25;25;157;14;200;25;25;157;14;200;25;25
Trim9;7;0;1;1;6;7;0;1;1;6;7;0;1
Gm32151;1;2;0;2;2;1;2;0;2;2;1;2;0
Tmx1;1122;822;1545;1584;686;1122;822;1545;1584;686;1122;822;1545
Frmd6;745;387;610;1110;421;745;387;610;1110;421;745;387;610
Actr10;1963;1749;3189;1720;1707;1963;1749;3189;1720;1707;1963;1749;3189
Psma3;8618;8219;14065;8240;8156;8618;8219;14065;8240;8156;8618;8219;14065
Arid4a;973;962;1535;1455;1633;973;962;1535;1455;1633;973;962;1535
Tomm20l;5;9;21;19;41;5;9;21;19;41;5;9;21
Timm9;851;1047;1825;730;950;851;1047;1825;730;950;851;1047;1825
2700049A03Rik;1500;1454;2252;1886;1909;1500;1454;2252;1886;1909;1500;1454;2252
Dact1;273;295;408;266;416;273;295;408;266;416;273;295;408
Daam1;801;711;1317;1082;1056;801;711;1317;1082;1056;801;711;1317
Gpr135;42;39;78;38;43;42;39;78;38;43;42;39;78
L3hypdh;78;49;166;74;79;78;49;166;74;79;78;49;166
Jkamp;1004;919;1552;1035;1082;1004;919;1552;1035;1082;1004;919;1552
Ccdc175;0;0;4;1;1;0;0;4;1;1;0;0;4
Rtn1;101;192;328;112;213;101;192;328;112;213;101;192;328
Lrrc9;115;99;146;158;84;115;99;146;158;84;115;99;146
Pcnx4;791;707;1156;762;724;791;707;1156;762;724;791;707;1156
Gm4756;41;34;49;37;32;41;34;49;37;32;41;34;49
Dhrs7;759;465;734;452;449;759;465;734;452;449;759;465;734
Ppm1a;6655;5146;8648;5866;5761;6655;5146;8648;5866;5761;6655;5146;8648
4930447C04Rik;1258;824;2155;1190;642;1258;824;2155;1190;642;1258;824;2155
Six6;0;2;5;1;0;0;2;5;1;0;0;2;5
Gm38170;0;0;0;0;0;0;0;0;0;0;0;0;0
Six1;230;67;204;46;37;230;67;204;46;37;230;67;204
Six4;1319;927;1741;744;777;1319;927;1741;744;777;1319;927;1741
Mnat1;1731;1263;2144;1508;1546;1731;1263;2144;1508;1546;1731;1263;2144
Trmt5;1294;1428;2307;1083;1317;1294;1428;2307;1083;1317;1294;1428;2307
Slc38a6;262;364;580;452;485;262;364;580;452;485;262;364;580
Tmem30b;338;98;203;136;57;338;98;203;136;57;338;98;203
Prkch;66;33;80;67;30;66;33;80;67;30;66;33;80
Hif1a;2366;3922;6236;3005;3547;2366;3922;6236;3005;3547;2366;3922;6236
AC124712.1;3;5;15;6;13;3;5;15;6;13;3;5;15
Snapc1;1311;1025;1554;1149;1203;1311;1025;1554;1149;1203;1311;1025;1554
Syt16;1;4;6;1;1;1;4;6;1;1;1;4;6
Gm11042;0;1;0;3;0;0;1;0;3;0;0;1;0
Kcnh5;7;12;13;17;8;7;12;13;17;8;7;12;13
Rhoj;0;0;7;9;6;0;0;7;9;6;0;0;7
Gphb5;0;0;0;0;0;0;0;0;0;0;0;0;0
Ppp2r5e;1699;1848;2797;1834;1773;1699;1848;2797;1834;1773;1699;1848;2797
AC124414.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Wdr89;975;1182;1954;1027;1351;975;1182;1954;1027;1351;975;1182;1954
Sgpp1;368;233;379;618;302;368;233;379;618;302;368;233;379
Syne2;1395;2225;3061;1499;4708;1395;2225;3061;1499;4708;1395;2225;3061
Esr2;54;63;112;50;72;54;63;112;50;72;54;63;112
Tex21;339;294;523;650;554;339;294;523;650;554;339;294;523
AC120002.2;0;1;3;8;11;0;1;3;8;11;0;1;3
Mthfd1;10857;12044;20476;13773;16833;10857;12044;20476;13773;16833;10857;12044;20476
Akap5;67;94;167;128;136;67;94;167;128;136;67;94;167
A430103D13Rik;23;25;44;16;32;23;25;44;16;32;23;25;44
Zbtb25;463;575;936;408;653;463;575;936;408;653;463;575;936
Zbtb1;775;1208;1677;784;1172;775;1208;1677;784;1172;775;1208;1677
Hspa2;78;72;160;106;104;78;72;160;106;104;78;72;160
Ppp1r36;19;2;24;76;43;19;2;24;76;43;19;2;24
Plekhg3;280;416;853;717;1176;280;416;853;717;1176;280;416;853
Sptb;375;311;862;327;599;375;311;862;327;599;375;311;862
Churc1;155;103;279;133;131;155;103;279;133;131;155;103;279
Fntb;1676;1821;2880;1623;2528;1676;1821;2880;1623;2528;1676;1821;2880
Gpx2;715;235;656;561;511;715;235;656;561;511;715;235;656
Rab15;430;384;763;313;254;430;384;763;313;254;430;384;763
Max;2189;2381;3833;2082;3039;2189;2381;3833;2082;3039;2189;2381;3833
AC124556.1;0;0;0;0;0;0;0;0;0;0;0;0;0
9530018F02Rik;9;0;2;2;1;9;0;2;2;1;9;0;2
Fut8;641;631;961;715;513;641;631;961;715;513;641;631;961
Gm6657;0;0;0;0;0;0;0;0;0;0;0;0;0
AC148324.1;25;10;24;9;15;25;10;24;9;15;25;10;24
Gphn;3784;4168;3962;4545;3457;3784;4168;3962;4545;3457;3784;4168;3962
AC124346.2;0;0;0;0;0;0;0;0;0;0;0;0;0
AC124572.1;0;0;0;0;0;0;0;0;0;0;0;0;0
AC124572.2;0;0;0;0;0;0;0;0;0;0;0;0;0
Fam71d;0;0;0;2;0;0;0;0;2;0;0;0;0
Mpp5;1240;1255;2024;1333;1376;1240;1255;2024;1333;1376;1240;1255;2024
Atp6v1d;1938;1855;3226;2495;2725;1938;1855;3226;2495;2725;1938;1855;3226
Eif2s1;10474;10127;17574;9755;9751;10474;10127;17574;9755;9751;10474;10127;17574
Plek2;82;85;156;265;163;82;85;156;265;163;82;85;156
Tmem229b;134;118;196;234;235;134;118;196;234;235;134;118;196
Plekhh1;676;220;461;1250;741;676;220;461;1250;741;676;220;461
Pigh;233;222;449;333;273;233;222;449;333;273;233;222;449
Arg2;4;23;23;2;15;4;23;23;2;15;4;23;23
Vti1b;1008;1011;1731;1154;1252;1008;1011;1731;1154;1252;1008;1011;1731
Rdh11;1877;1351;2252;1011;994;1877;1351;2252;1011;994;1877;1351;2252
Rdh12;56;43;73;93;56;56;43;73;93;56;56;43;73
Zfyve26;1046;865;1302;1408;1886;1046;865;1302;1408;1886;1046;865;1302
Rad51b;377;348;629;466;527;377;348;629;466;527;377;348;629
Zfp36l1;2540;2138;3132;3254;3776;2540;2138;3132;3254;3776;2540;2138;3132
Actn1;6407;7412;12261;6872;9405;6407;7412;12261;6872;9405;6407;7412;12261
Dcaf5;699;755;1104;674;811;699;755;1104;674;811;699;755;1104
Exd2;726;807;1345;975;893;726;807;1345;975;893;726;807;1345
Gm26777;0;1;2;3;0;0;1;2;3;0;0;1;2
Galnt16;19;61;103;24;28;19;61;103;24;28;19;61;103
Erh;4155;4503;8269;3895;5213;4155;4503;8269;3895;5213;4155;4503;8269
Slc39a9;934;1253;2305;1847;2225;934;1253;2305;1847;2225;934;1253;2305
Plekhd1;385;333;543;466;340;385;333;543;466;340;385;333;543
Ccdc177;1;9;32;8;1;1;9;32;8;1;1;9;32
AC127337.1;0;0;3;0;0;0;0;3;0;0;0;0;3
Susd6;1655;1458;2943;3846;3282;1655;1458;2943;3846;3282;1655;1458;2943
Gm20337;22;15;27;67;20;22;15;27;67;20;22;15;27
Srsf5;8000;13708;23220;13429;17333;8000;13708;23220;13429;17333;8000;13708;23220
Slc10a1;0;0;0;0;0;0;0;0;0;0;0;0;0
Smoc1;641;425;1211;598;723;641;425;1211;598;723;641;425;1211
Slc8a3;12;10;7;10;5;12;10;7;10;5;12;10;7
Gm20498;80;81;177;113;103;80;81;177;113;103;80;81;177
Cox16;71;160;257;52;162;71;160;257;52;162;71;160;257
Gm4787;0;0;0;0;0;0;0;0;0;0;0;0;0
Adam4;0;0;0;0;0;0;0;0;0;0;0;0;0
Synj2bp;44;47;98;49;62;44;47;98;49;62;44;47;98
Adam21;5;9;8;7;15;5;9;8;7;15;5;9;8
Med6;1228;1568;2502;1480;1650;1228;1568;2502;1480;1650;1228;1568;2502
Ttc9;114;48;65;105;44;114;48;65;105;44;114;48;65
Map3k9;537;683;1236;855;1332;537;683;1236;855;1332;537;683;1236
4930423D22Rik;3;2;3;10;15;3;2;3;10;15;3;2;3
Pcnx;995;888;1692;1200;1306;995;888;1692;1200;1306;995;888;1692
Sipa1l1;2089;1989;3752;1938;2543;2089;1989;3752;1938;2543;2089;1989;3752
Rgs6;3;0;10;11;11;3;0;10;11;11;3;0;10
4930423C22Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
4933436F18Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
1700030I03Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Dpf3;39;9;37;33;20;39;9;37;33;20;39;9;37
Dcaf4;1807;2168;4209;3420;4204;1807;2168;4209;3420;4204;1807;2168;4209
Zfyve1;1412;1188;2174;2142;3054;1412;1188;2174;2142;3054;1412;1188;2174
Rbm25;9899;10916;19337;11452;12204;9899;10916;19337;11452;12204;9899;10916;19337
Psen1;1274;1451;2607;1412;1614;1274;1451;2607;1412;1614;1274;1451;2607
Papln;6;9;5;24;18;6;9;5;24;18;6;9;5
Numb;849;1018;1523;738;989;849;1018;1523;738;989;849;1018;1523
Riox1;815;1062;1787;783;1051;815;1062;1787;783;1051;815;1062;1787
Heatr4;1;0;2;2;1;1;0;2;2;1;1;0;2
Acot2;65;56;135;81;80;65;56;135;81;80;65;56;135
Acot1;82;61;123;85;55;82;61;123;85;55;82;61;123
Acot4;0;0;0;0;0;0;0;0;0;0;0;0;0
AC133183.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Acot3;0;3;3;3;8;0;3;3;3;8;0;3;3
Acot5;0;0;1;0;1;0;0;1;0;1;0;0;1
Acot6;10;17;20;15;17;10;17;20;15;17;10;17;20
Dnal1;262;234;404;368;287;262;234;404;368;287;262;234;404
Pnma1;7;5;5;2;6;7;5;5;2;6;7;5;5
Elmsan1;1156;1143;1980;1053;1578;1156;1143;1980;1053;1578;1156;1143;1980
Gm19327;0;0;0;0;0;0;0;0;0;0;0;0;0
Ptgr2;746;745;1330;885;832;746;745;1330;885;832;746;745;1330
AC159649.2;2;0;0;6;4;2;0;0;6;4;2;0;0
Zfp410;981;1342;2041;1124;1379;981;1342;2041;1124;1379;981;1342;2041
Fam161b;112;96;151;214;132;112;96;151;214;132;112;96;151
Coq6;728;795;1502;859;1380;728;795;1502;859;1380;728;795;1502
Entpd5;322;289;480;400;454;322;289;480;400;454;322;289;480
Bbof1;38;50;74;68;62;38;50;74;68;62;38;50;74
Rnf113a2;0;0;0;0;0;0;0;0;0;0;0;0;0
Aldh6a1;693;401;496;1041;836;693;401;496;1041;836;693;401;496
Lin52;393;461;758;567;625;393;461;758;567;625;393;461;758
Vsx2;4;6;1;19;9;4;6;1;19;9;4;6;1
Abcd4;1361;1466;2448;1371;1659;1361;1466;2448;1371;1659;1361;1466;2448
Vrtn;686;2463;4817;106;1031;686;2463;4817;106;1031;686;2463;4817
Syndig1l;9;32;41;11;17;9;32;41;11;17;9;32;41
Npc2;2323;3141;4807;2670;4447;2323;3141;4807;2670;4447;2323;3141;4807
Isca2;423;484;763;410;411;423;484;763;410;411;423;484;763
Ltbp2;8;5;44;89;88;8;5;44;89;88;8;5;44
Arel1;1110;1509;2452;1475;1713;1110;1509;2452;1475;1713;1110;1509;2452
Fcf1;2477;1979;3546;2362;2526;2477;1979;3546;2362;2526;2477;1979;3546
Ylpm1;3328;4084;7620;4245;5459;3328;4084;7620;4245;5459;3328;4084;7620
Prox2;14;5;15;12;10;14;5;15;12;10;14;5;15
Gm38355;0;0;0;0;0;0;0;0;0;0;0;0;0
Dlst;4496;5847;10709;4112;5239;4496;5847;10709;4112;5239;4496;5847;10709
Rps6kl1;289;370;601;164;230;289;370;601;164;230;289;370;601
Pgf;28;20;38;52;29;28;20;38;52;29;28;20;38
Eif2b2;1155;1895;3058;1223;2134;1155;1895;3058;1223;2134;1155;1895;3058
Mlh3;1394;1285;1488;1476;1348;1394;1285;1488;1476;1348;1394;1285;1488
Acyp1;138;159;269;126;184;138;159;269;126;184;138;159;269
Zc2hc1c;62;41;60;37;42;62;41;60;37;42;62;41;60
Nek9;2522;2270;4082;2569;2587;2522;2270;4082;2569;2587;2522;2270;4082
Tmed10;2332;2718;4520;2771;3341;2332;2718;4520;2771;3341;2332;2718;4520
AC159244.3;0;0;0;0;0;0;0;0;0;0;0;0;0
Fos;77;71;140;77;80;77;71;140;77;80;77;71;140
AC115037.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Jdp2;49;22;66;42;30;49;22;66;42;30;49;22;66
Batf;1;4;37;1;0;1;4;37;1;0;1;4;37
Flvcr2;35;14;32;121;79;35;14;32;121;79;35;14;32
Erg28;1050;1269;2100;921;1097;1050;1269;2100;921;1097;1050;1269;2100
Ttll5;632;845;1487;762;1057;632;845;1487;762;1057;632;845;1487
Tgfb3;7;0;2;5;1;7;0;2;5;1;7;0;2
Gm37804;0;0;0;2;0;0;0;0;2;0;0;0;0
Ift43;279;305;548;252;379;279;305;548;252;379;279;305;548
Gpatch2l;517;676;1098;542;722;517;676;1098;542;722;517;676;1098
Esrrb;8446;5499;4344;18322;20371;8446;5499;4344;18322;20371;8446;5499;4344
Vash1;113;91;102;328;271;113;91;102;328;271;113;91;102
Angel1;571;549;648;804;641;571;549;648;804;641;571;549;648
Lrrc74a;5;0;0;0;1;5;0;0;0;1;5;0;0
Irf2bpl;1467;2879;3371;2373;4453;1467;2879;3371;2373;4453;1467;2879;3371
Cipc;1056;2071;3489;1140;1887;1056;2071;3489;1140;1887;1056;2071;3489
Zdhhc22;2;2;1;0;0;2;2;1;0;0;2;2;1
Tmem63c;37;21;30;61;56;37;21;30;61;56;37;21;30
Ngb;6;27;49;10;23;6;27;49;10;23;6;27;49
Pomt2;581;799;1546;883;1168;581;799;1546;883;1168;581;799;1546
Gstz1;469;283;546;716;533;469;283;546;716;533;469;283;546
Tmed8;1165;1618;2720;1356;1678;1165;1618;2720;1356;1678;1165;1618;2720
Samd15;19;31;53;29;33;19;31;53;29;33;19;31;53
Noxred1;187;211;264;276;283;187;211;264;276;283;187;211;264
Vipas39;1428;1699;3168;1812;2349;1428;1699;3168;1812;2349;1428;1699;3168
Ahsa1;7327;9481;16056;6127;9761;7327;9481;16056;6127;9761;7327;9481;16056
Ism2;15;24;26;45;55;15;24;26;45;55;15;24;26
Sptlc2;2084;1930;3263;1834;1835;2084;1930;3263;1834;1835;2084;1930;3263
Alkbh1;1745;2615;4714;2518;3362;1745;2615;4714;2518;3362;1745;2615;4714
Slirp;1153;1295;2215;1407;1602;1153;1295;2215;1407;1602;1153;1295;2215
Snw1;4990;5667;8849;5812;6526;4990;5667;8849;5812;6526;4990;5667;8849
Gm5788;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm8300;0;5;0;0;0;0;5;0;0;0;0;5;0
Oog1;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm4027;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm16381;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm21319;1;0;0;0;0;1;0;0;0;0;1;0;0
Gm21936;0;0;0;0;0;0;0;0;0;0;0;0;0
BB287469;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm2001;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm2016;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm2022;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm2035;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm2042;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm2075;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm6803;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm2056;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm16368;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm10436;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm8332;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm5662;1;1;2;0;0;1;1;2;0;0;1;1;2
Gm5039;2;2;0;3;0;2;2;0;3;0;2;2;0
Adck1;433;550;966;568;1039;433;550;966;568;1039;433;550;966
Nrxn3;3;2;5;1;3;3;2;5;1;3;3;2;5
Gm37980;0;0;0;0;0;0;0;0;0;0;0;0;0
AC115744.1;0;0;0;0;0;0;0;0;0;0;0;0;0
AC115910.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Dio2;0;0;0;1;0;0;0;0;1;0;0;0;0
Gm26512;4;6;13;13;17;4;6;13;13;17;4;6;13
Cep128;423;515;874;554;627;423;515;874;554;627;423;515;874
Tshr;3;1;9;0;2;3;1;9;0;2;3;1;9
Gtf2a1;1676;1613;2651;2551;2192;1676;1613;2651;2551;2192;1676;1613;2651
Ston2;1853;2217;4233;2565;2536;1853;2217;4233;2565;2536;1853;2217;4233
Sel1l;1434;1813;2902;1748;1864;1434;1813;2902;1748;1864;1434;1813;2902
Flrt2;24;11;17;24;16;24;11;17;24;16;24;11;17
AC125487.2;0;0;0;0;0;0;0;0;0;0;0;0;0
AC125487.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Galc;295;337;466;354;411;295;337;466;354;411;295;337;466
Gpr65;0;0;0;0;0;0;0;0;0;0;0;0;0
AC122317.3;0;0;0;0;0;0;0;0;0;0;0;0;0
Kcnk10;0;0;2;0;0;0;0;2;0;0;0;0;2
5330409N07Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
AC124516.3;0;0;0;0;0;0;0;0;0;0;0;0;0
Spata7;300;383;560;418;431;300;383;560;418;431;300;383;560
AC124516.2;0;0;0;0;0;0;0;0;0;0;0;0;0
AC124516.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Ptpn21;533;524;1049;851;985;533;524;1049;851;985;533;524;1049
Zc3h14;3933;4519;7482;3923;4104;3933;4519;7482;3923;4104;3933;4519;7482
9430031K09Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
AC159193.2;0;0;0;0;0;0;0;0;0;0;0;0;0
Eml5;784;657;1057;816;847;784;657;1057;816;847;784;657;1057
AC159193.3;2;4;3;8;1;2;4;3;8;1;2;4;3
AC159193.1;0;0;0;0;0;0;0;0;0;0;0;0;0
A930040O22Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Ttc8;324;399;664;288;364;324;399;664;288;364;324;399;664
Foxn3;1382;1900;3866;1505;2885;1382;1900;3866;1505;2885;1382;1900;3866
AC125409.2;0;0;0;0;0;0;0;0;0;0;0;0;0
AC125409.1;0;0;0;0;0;0;0;0;0;0;0;0;0
AC125409.3;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm26839;9;26;25;10;24;9;26;25;10;24;9;26;25
4930556H04Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
AC133083.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Efcab11;351;300;504;343;369;351;300;504;343;369;351;300;504
AC155266.1;0;0;0;0;0;0;0;0;0;0;0;0;0
AC160931.3;0;0;0;0;0;0;0;0;0;0;0;0;0
Tdp1;1515;2211;3445;1581;2391;1515;2211;3445;1581;2391;1515;2211;3445
Kcnk13;0;4;24;4;6;0;4;24;4;6;0;4;24
Psmc1;9452;10683;17920;12620;14335;9452;10683;17920;12620;14335;9452;10683;17920
Nrde2;992;1390;2368;1267;1865;992;1390;2368;1267;1865;992;1390;2368
AC166349.1;0;0;2;0;0;0;0;2;0;0;0;0;2
Calm1;8484;9426;15687;8240;9076;8484;9426;15687;8240;9076;8484;9426;15687
Ttc7b;1228;1261;2142;1582;1707;1228;1261;2142;1582;1707;1228;1261;2142
AC160340.2;0;0;0;0;0;0;0;0;0;0;0;0;0
AC160340.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Rps6ka5;482;467;609;588;660;482;467;609;588;660;482;467;609
AC123705.3;0;0;0;0;0;0;0;0;0;0;0;0;0
AC123705.1;0;0;0;0;0;0;0;0;0;0;0;0;0
AC123705.2;0;0;0;0;0;0;0;0;0;0;0;0;0
Dglucy;128;55;74;677;219;128;55;74;677;219;128;55;74
AC126262.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Gpr68;7;18;73;22;21;7;18;73;22;21;7;18;73
Ccdc88c;2342;3703;7230;2562;5975;2342;3703;7230;2562;5975;2342;3703;7230
Ppp4r3a;4457;6952;11752;6165;7349;4457;6952;11752;6165;7349;4457;6952;11752
Catsperb;0;1;1;3;3;0;1;1;3;3;0;1;1
Tc2n;75;49;120;77;43;75;49;120;77;43;75;49;120
Fbln5;15;14;4;11;12;15;14;4;11;12;15;14;4
Trip11;654;678;1119;806;847;654;678;1119;806;847;654;678;1119
